game,reviewer_rating,positivity_ratio,first_release_date,binned_developer,genre,themes,modes
Trivia Vault: Music Trivia,5.0,0.71,2018,Ripknot Systems,Simulator,Action,
Puzzle & Chess,5.0,1.09,2021,2-4 Appearances,Puzzle,Educational,
Bricky to Me,7.0,13.0,2021,2-4 Appearances,Platform,Action,
Super Ninja Miner,7.0,13.0,2022,Single Appearance,Platform,Action,
Do U Copy?,7.0,3.2,2021,Single Appearance,Puzzle,Party,
Molecats,7.0,3.4,2017,2-4 Appearances,Puzzle,Comedy,
Slime Escape,7.0,6.33,2021,2-4 Appearances,Puzzle,Mystery,
Cyclone,7.0,5.75,1985,Single Appearance,Strategy,Action,
Rayland 2,7.0,12.0,2023,2-4 Appearances,Puzzle,Kids,
Repit,7.0,4.57,2021,Single Appearance,Platform,Action,
ReThink 2,7.0,37.0,2018,2-4 Appearances,Puzzle,Action,
Sneaky Rat,7.0,37.0,2022,Single Appearance,Puzzle,Action,
ReThink | Evolved 2,7.0,40.0,2018,2-4 Appearances,Strategy,Action,
Playable Mockup,8.0,8.5,0,Single Appearance,Strategy,Horror,
Clinically Dead,8.0,4.46,2018,Single Appearance,Adventure,Action,
Orgynizer,8.0,11.6,2020,Single Appearance,Puzzle,Party,
Nucleares,8.0,9.71,0,Single Appearance,Shooter,Action,
Para Eyes,8.0,39.0,2022,Single Appearance,Indie,Horror,
Lingo,8.0,42.0,2021,Single Appearance,Puzzle,Open world,
Rogue Bit,8.0,10.22,2018,2-4 Appearances,Puzzle,Educational,
Active Neurons 2,7.0,7.0,2020,Single Appearance,Music,Educational,
Assimilate! (A Party Game),7.0,4.67,2021,Single Appearance,Indie,Party,
Reach the Summit,5.0,1.38,2021,Single Appearance,Platform,Action,
Leaf Tree,7.0,9.5,2021,Single Appearance,Puzzle,Fantasy,
Terraforming Earth,7.0,24.0,2020,Single Appearance,Adventure,Action,
World of Aircraft: Glider Simulator,5.0,1.08,2021,Single Appearance,Simulator,Non-fiction,
The Pillar,5.0,1.67,2020,2-4 Appearances,Adventure,Action,
Syzygy,7.0,30.0,2016,Single Appearance,Indie,Drama,
The Long Gate,7.0,4.86,2020,Single Appearance,Puzzle,Educational,
Nullum,7.0,11.67,2020,Single Appearance,Puzzle,Educational,
Cubism,7.0,41.0,2020,Single Appearance,Puzzle,Educational,
In My Shadow,8.0,5.2,2021,Single Appearance,Platform,Drama,
Alchemist Simulator,6.0,3.08,2020,2-4 Appearances,Puzzle,Kids,
Repressed,6.0,2.33,2018,Single Appearance,Platform,Action,
Impulsow,7.0,17.0,2018,JOZGamer,Indie,Action,
Feud,8.0,8.7,1987,Single Appearance,Role-playing (RPG),Action,
Beauty from Wisdom,3.0,0.09,2022,Single Appearance,Strategy,Erotic,
Neko-chan's Club,6.0,2.5,2023,Hunny Bunny Studio,Indie,Erotic,
Fear of the Dark,5.0,1.6,2022,2-4 Appearances,Adventure,Action,
Fear of the Dark,5.0,1.6,2020,2-4 Appearances,Adventure,Action,
Haunting Hour,5.0,1.5,2019,Single Appearance,Puzzle,Horror,
100 Doors: Escape from Work,5.0,1.8,2022,2-4 Appearances,Point-and-click,Mystery,
Collapsed,7.0,4.5,2019,Single Appearance,Shooter,Action,
Roxy Raccoon 2: Topsy-Turvy,7.0,10.0,2023,2-4 Appearances,Simulator,Action,
Apple Hopper,5.0,1.57,2021,Single Appearance,Sport,Action,
Soul Knight: The Forest of Spirits,7.0,6.0,2023,SkyOne Studios,Platform,Action,
Palladium: Adventure in Greece,7.0,13.0,2021,2-4 Appearances,Puzzle,Historical,
Halt,7.0,3.25,0,Single Appearance,Shooter,Action,
Frogurai,7.0,13.0,2023,Nibb Games,Platform,Action,
Chess Morph: The Queen's Wormholes,7.0,13.0,2023,Single Appearance,Puzzle,Action,
Small Town Detective,7.0,4.33,2023,Single Appearance,Indie,Action,
My Neighbor Neko,5.0,1.56,2023,Hunny Bunny Studio,Indie,Erotic,
God is a Cube: Programming Robot Cubes,6.0,2.14,2018,Single Appearance,Puzzle,Science fiction,
Where's Samantha?,6.0,2.5,2021,Single Appearance,Platform,Kids,
Spinning Maze,7.0,15.0,2022,SkyOne Studios,Puzzle,Sandbox,
Spinning Maze,7.0,15.0,2022,2-4 Appearances,Puzzle,Sandbox,
Spinning Maze,7.0,4.67,2022,SkyOne Studios,Puzzle,Sandbox,
Spinning Maze,7.0,4.67,2022,2-4 Appearances,Puzzle,Sandbox,
Square Keeper,7.0,7.5,2022,Single Appearance,Puzzle,Action,
Life is Pain,7.0,8.0,2023,Seaborgium Entertainment,Adventure,Action,
A Collection of Bad Moments,5.0,1.45,2018,2-4 Appearances,Adventure,Action,
Kit's Quest,7.0,16.0,2023,Single Appearance,Platform,Action,
Crime Passional,5.0,2.0,2023,2-4 Appearances,Simulator,Action,
Sudokolorful,7.0,4.75,2021,Single Appearance,Puzzle,Action,
Beep's Escape,7.0,19.0,2023,Single Appearance,Adventure,Action,
Hope,7.0,20.0,2023,2-4 Appearances,Platform,Educational,
Hope,7.0,20.0,2020,2-4 Appearances,Indie,Drama,
Hope,7.0,20.0,2010,2-4 Appearances,Point-and-click,Science fiction,
Hope,7.0,20.0,2023,2-4 Appearances,Platform,Educational,
Hope,7.0,20.0,2020,2-4 Appearances,Indie,Drama,
Hope,7.0,20.0,2010,2-4 Appearances,Point-and-click,Science fiction,
Harlow,7.0,4.4,0,Single Appearance,Platform,Action,
Dark Crypt,7.0,23.0,2021,2-4 Appearances,Puzzle,Horror,
Puzzle Park,6.0,3.0,2022,2-4 Appearances,Puzzle,Open world,
Fairy Girl,7.0,4.17,2022,2-4 Appearances,Puzzle,Erotic,
Candle Prick,7.0,26.0,2022,Single Appearance,Puzzle,Action,
Kredolis,5.0,1.08,2022,Single Appearance,Puzzle,Fantasy,
Rytmos,7.0,5.17,2023,Single Appearance,Music,Science fiction,
Tetragon,7.0,4.0,2021,Single Appearance,Platform,Mystery,
Dark Sheep,7.0,11.33,2021,2-4 Appearances,Puzzle,Horror,
SudoKube,7.0,4.38,2022,Single Appearance,Puzzle,Action,
Gnomes Garden: Halloween,7.0,5.29,2018,2-4 Appearances,Strategy,Kids,
Mentai Uncensored,6.0,2.29,2018,Single Appearance,Indie,Erotic,
Trivia Vault: Boxing Trivia,5.0,1.08,2018,Ripknot Systems,Simulator,Action,
Hatup,7.0,6.67,2022,2-4 Appearances,Platform,Action,
Words Can Kill,6.0,2.65,2022,Single Appearance,Role-playing (RPG),Fantasy,
ReThink | Evolved,8.0,8.43,2017,2-4 Appearances,Strategy,Action,
Q.U.B.E. 10th Anniversary,8.0,10.0,2022,2-4 Appearances,Platform,Action,
Switchball HD,8.0,6.36,2021,Single Appearance,Platform,Action,
Trust No Bunny,8.0,27.5,2022,Single Appearance,Strategy,Party,
Time on Frog Island,6.0,3.67,2022,Single Appearance,Platform,Action,
Fantastic Contraption,6.0,3.42,2008,Northway Games,Puzzle,Educational,
Fantastic Contraption,6.0,3.42,2016,Northway Games,Puzzle,Party,
The Last Clockwinder,8.0,41.1,2022,Single Appearance,Puzzle,Fantasy,
Binary Domain,8.0,5.78,2012,Single Appearance,Shooter,Action,
The Howler,6.0,3.49,2013,Single Appearance,Simulator,Action,
Radio Commander,6.0,2.82,2019,Single Appearance,Puzzle,Action,
In Verbis Virtus,6.0,3.82,2015,Single Appearance,Puzzle,Action,
Espire 1: VR Operative,5.0,1.1,2019,Single Appearance,Shooter,Action,
One Hand Clapping,8.0,6.08,2020,Single Appearance,Music,Action,
There Came an Echo,6.0,2.79,2015,2-4 Appearances,Real Time Strategy (RTS),Science fiction,
The Broken Seal,8.0,7.75,2017,Single Appearance,Role-playing (RPG),Action,
Boo! Greedy Kid,7.0,13.0,2018,2-4 Appearances,Indie,Action,
Bot Colony,6.0,2.27,2014,Single Appearance,Role-playing (RPG),Science fiction,
Prank Call,5.0,1.6,2020,Lighthouse Games Studio,Strategy,Comedy,
Terraria,9.0,43.34,2011,Single Appearance,Platform,Action,
Brawlhalla,8.0,5.06,2014,Single Appearance,Fighting,Action,
Among Us,8.0,11.19,2018,Single Appearance,Strategy,Action,
Don't Starve Together,9.0,23.81,2016,Klei Entertainment,Simulator,Action,
Stardew Valley,9.0,55.23,2016,Single Appearance,Role-playing (RPG),Fantasy,
Hollow Knight,9.0,34.6,2017,Single Appearance,Platform,Action,
Gene Shift Auto,8.0,4.53,2017,Single Appearance,Shooter,Action,
Guacamelee! Super Turbo Championship Edition,8.0,12.12,2014,2-4 Appearances,Fighting,Action,
Kathy Rain,8.0,12.05,2016,2-4 Appearances,Point-and-click,Thriller,
The Binding of Isaac: Rebirth,9.0,41.37,2014,Nicalis Inc.,Shooter,Action,
Fallout Shelter,8.0,7.8,2015,Bethesda Game Studios,Role-playing (RPG),Science fiction,
Factorio,9.0,31.88,2016,Single Appearance,Simulator,Science fiction,
Geometry Dash,8.0,14.08,2013,Single Appearance,Music,Action,
Braveland,8.0,4.5,2014,2-4 Appearances,Role-playing (RPG),Fantasy,
Vampire Survivors,9.0,76.49,2021,Single Appearance,Role-playing (RPG),Action,
AdVenture Capitalist,8.0,7.39,2014,2-4 Appearances,Simulator,Business,
Prison Architect,8.0,9.56,2015,2-4 Appearances,Simulator,Action,
MultiVersus,8.0,6.22,2022,Single Appearance,Fighting,Action,
Dead Cells,9.0,34.36,2017,Single Appearance,Platform,Action,
Little Nightmares,8.0,18.01,2017,2-4 Appearances,Platform,Action,
Slay the Spire,9.0,46.31,2019,Single Appearance,Role-playing (RPG),Fantasy,
Cuphead,9.0,27.55,2019,2-4 Appearances,Shooter,Action,
Cuphead,9.0,27.55,2017,2-4 Appearances,Shooter,Action,
Starbound,8.0,9.72,2016,2-4 Appearances,Platform,Action,
Undertale,9.0,29.15,2015,Single Appearance,Role-playing (RPG),Fantasy,
RimWorld,9.0,51.89,2018,Single Appearance,Real Time Strategy (RTS),Science fiction,
People Playground,9.0,82.0,2019,Single Appearance,Simulator,Sandbox,
Stick Fight: The Game,8.0,15.0,2017,Single Appearance,Fighting,Action,
Enter the Gungeon,9.0,23.58,2016,2-4 Appearances,Shooter,Action,
The Expendabros,9.0,34.78,2014,2-4 Appearances,Shooter,Action,
Bloons TD 6,9.0,38.41,2018,Ninja Kiwi,Strategy,Action,
Transformice,8.0,6.97,2010,2-4 Appearances,Platform,Comedy,
Don't Starve,9.0,30.12,2013,Klei Entertainment,Simulator,Action,
FTL: Faster Than Light,9.0,22.18,2012,2-4 Appearances,Role-playing (RPG),Science fiction,
Ultimate Chicken Horse,9.0,23.99,2016,Single Appearance,Platform,Action,
Hotline Miami,9.0,36.55,2012,2-4 Appearances,Shooter,Action,
Kingdom: Classic,8.0,9.65,2015,2-4 Appearances,Simulator,Fantasy,
Crypt of the NecroDancer,9.0,23.86,2015,2-4 Appearances,Music,Action,
The Binding of Isaac,9.0,20.27,2011,2-4 Appearances,Shooter,Action,
Helltaker,9.0,46.92,2020,Single Appearance,Puzzle,Fantasy,
Broforce,9.0,33.2,2015,2-4 Appearances,Shooter,Action,
This War of Mine,8.0,18.4,2014,11 bit studios,Simulator,Action,
Bastion,9.0,21.48,2011,Supergiant Games,Role-playing (RPG),Action,
Everlasting Summer,9.0,20.0,2014,Single Appearance,Adventure,Thriller,
Oxygen Not Included,9.0,28.48,2019,Klei Entertainment,Simulator,Science fiction,
Hotline Miami 2: Wrong Number,8.0,14.9,2015,2-4 Appearances,Shooter,Action,
Cookie Clicker,9.0,34.92,2013,Single Appearance,Point-and-click,Science fiction,
Mitos.is: The Game,8.0,4.2,2015,2-4 Appearances,Real Time Strategy (RTS),Action,
Inscryption,9.0,33.0,2021,2-4 Appearances,Puzzle,Horror,
Capcom Arcade Stadium,5.0,1.12,2021,CAPCOM Co. Ltd.,Fighting,Action,
Muse Dash,9.0,28.5,2018,Single Appearance,Music,Action,
Jotun: Valhalla Edition,6.0,3.49,2016,Single Appearance,Adventure,Action,
Super Meat Boy,8.0,17.97,2010,2-4 Appearances,Platform,Action,
Hero Siege,6.0,3.04,2014,Single Appearance,Role-playing (RPG),Action,
Iron Snout,9.0,43.98,2016,2-4 Appearances,Fighting,Action,
Football Manager 2022,8.0,12.29,2021,Sports Interactive,Simulator,Business,
Noita,9.0,20.39,2020,Single Appearance,Shooter,Action,
Kingdom Two Crowns,8.0,10.21,2018,Single Appearance,Role-playing (RPG),Action,
Duck Game,9.0,27.83,2014,Single Appearance,Shooter,Action,
SpeedRunners,8.0,15.37,2016,Single Appearance,Platform,Action,
Moonlighter,8.0,4.83,2018,Single Appearance,Role-playing (RPG),Action,
To the Moon,9.0,26.86,2011,Freebird Games,Point-and-click,Science fiction,
Emily is Away,8.0,7.75,2015,2-4 Appearances,Simulator,Romance,
Cult of the Lamb,8.0,16.37,2022,2-4 Appearances,Role-playing (RPG),Action,
Game Dev Tycoon,9.0,20.83,2012,Single Appearance,Simulator,Business,
OpenTTD,9.0,23.84,2004,Single Appearance,Simulator,Business,
Risk of Rain,8.0,14.74,2013,2-4 Appearances,Shooter,Action,
Children of Morta,8.0,8.68,2019,2-4 Appearances,Role-playing (RPG),Action,
Idle Champions of the Forgotten Realms,6.0,3.74,2018,Single Appearance,Strategy,Action,
Capcom Arcade 2nd Stadium,5.0,2.06,2022,CAPCOM Co. Ltd.,Fighting,Action,
Transistor,8.0,16.6,2014,Supergiant Games,Role-playing (RPG),Action,
Tricky Towers,8.0,9.63,2016,Single Appearance,Puzzle,Action,
Skul: The Hero Slayer,8.0,13.38,2021,Single Appearance,Platform,Action,
Celeste,9.0,42.23,2018,Single Appearance,Platform,Action,
Move or Die,8.0,9.02,2016,Single Appearance,Platform,Action,
Deponia: The Complete Journey,8.0,6.58,2014,Daedalic Entertainment,Point-and-click,Science fiction,
Brotato,9.0,33.06,2022,2-4 Appearances,Shooter,Action,
Bloons TD Battles,8.0,9.7,2013,Ninja Kiwi,Strategy,Action,
Braid,8.0,15.35,2008,Single Appearance,Platform,Fantasy,
CS2D,8.0,9.02,2004,Single Appearance,Shooter,Action,
Town of Salem,8.0,7.83,2014,2-4 Appearances,Role-playing (RPG),Survival,
Spelunky,8.0,11.69,2012,2-4 Appearances,Platform,Action,
Beholder,8.0,10.92,2016,2-4 Appearances,Role-playing (RPG),Stealth,
Loop Hero,8.0,14.11,2021,Single Appearance,Role-playing (RPG),Fantasy,
Baldur's Gate II: Enhanced Edition,8.0,10.76,2013,2-4 Appearances,Role-playing (RPG),Fantasy,
A Dance of Fire and Ice,8.0,15.45,2019,Single Appearance,Music,Action,
Turbo Pug,8.0,9.83,2015,2-4 Appearances,Platform,Action,
Relic Hunters Zero: Remix,8.0,14.38,2020,2-4 Appearances,Shooter,Action,
The Henry Stickmin Collection,9.0,74.26,2020,Single Appearance,Point-and-click,Action,
Space Pilgrim Episode I: Alpha Centauri,8.0,7.29,2015,2-4 Appearances,Adventure,Science fiction,
Graveyard Keeper,8.0,6.36,2018,2-4 Appearances,Strategy,Action,
Super Animal Royale,8.0,15.7,2018,Single Appearance,Shooter,Action,
Rain World,8.0,12.94,2017,Single Appearance,Platform,Action,
Turmoil,8.0,13.07,2016,Gamious,Simulator,Business,
Turmoil,8.0,13.07,1982,Gamious,Shooter,Action,
Turmoil,8.0,13.07,1984,Gamious,Platform,Action,
World of Goo,8.0,16.56,2008,Single Appearance,Puzzle,Comedy,
Scribble It!,8.0,6.11,2020,Single Appearance,Indie,Party,
Streets of Rogue,9.0,25.72,2019,Single Appearance,Shooter,Action,
Teeworlds,8.0,7.8,2007,Single Appearance,Platform,Action,
Stoneshard,6.0,3.13,2020,Single Appearance,Role-playing (RPG),Fantasy,
Deponia,8.0,6.99,2012,Daedalic Entertainment,Point-and-click,Science fiction,
Armello,8.0,4.53,2015,Single Appearance,Role-playing (RPG),Fantasy,
Kingdom: New Lands,8.0,6.47,2016,2-4 Appearances,Simulator,Action,
Rivals of Aether,9.0,21.3,2017,2-4 Appearances,Fighting,Action,
HuniePop,9.0,24.8,2015,2-4 Appearances,Puzzle,Fantasy,
Barotrauma,8.0,12.77,2019,Single Appearance,Simulator,Action,
Bloodstained: Ritual of the Night,8.0,17.49,2019,Single Appearance,Platform,Action,
Darkwood,8.0,17.91,1992,2-4 Appearances,Role-playing (RPG),Fantasy,
Darkwood,8.0,17.91,2017,2-4 Appearances,Role-playing (RPG),Action,
Worm.is: The Game,8.0,4.13,2016,2-4 Appearances,Strategy,Action,
Realm Grinder,8.0,6.74,2017,Single Appearance,Role-playing (RPG),Fantasy,
Dwarf Fortress,9.0,19.48,2006,2-4 Appearances,Role-playing (RPG),Fantasy,
Dwarf Fortress,9.0,19.48,2022,2-4 Appearances,Role-playing (RPG),Fantasy,
Dead Maze,6.0,2.94,2018,2-4 Appearances,Role-playing (RPG),Action,
Punch Club,8.0,4.18,2016,2-4 Appearances,Fighting,Action,
My Friend Pedro,9.0,23.08,2019,Single Appearance,Shooter,Action,
Himno,8.0,10.49,2019,Single Appearance,Music,Action,
Battle Brothers,8.0,7.48,2017,Single Appearance,Role-playing (RPG),Action,
Super Crate Box,8.0,7.89,2010,2-4 Appearances,Shooter,Action,
Never Split the Party,6.0,3.29,2018,2-4 Appearances,Role-playing (RPG),Action,
100% Orange Juice,8.0,12.9,2009,2-4 Appearances,Strategy,Comedy,
Core Keeper,8.0,10.92,2022,2-4 Appearances,Role-playing (RPG),Survival,
Dungeon Fighter Online,5.0,1.65,2005,2-4 Appearances,Role-playing (RPG),Action,
Beat Hazard,8.0,17.85,2010,2-4 Appearances,Shooter,Action,
Tales of Maj'Eyal,9.0,21.41,2012,Single Appearance,Role-playing (RPG),Fantasy,
Machinarium,9.0,21.4,2009,Amanita Design,Point-and-click,Fantasy,
VA-11 Hall-A: Cyberpunk Bartender Action,9.0,41.01,2016,Single Appearance,Simulator,Science fiction,
SAS: Zombie Assault 4,8.0,6.17,2017,Ninja Kiwi,Shooter,Action,
ShellShock Live,8.0,14.18,2019,2-4 Appearances,Shooter,Action,
Endless Sky,8.0,11.54,2015,Single Appearance,Role-playing (RPG),Action,
Hyper Light Drifter,8.0,14.28,2016,2-4 Appearances,Shooter,Action,
One Finger Death Punch,9.0,49.1,2013,2-4 Appearances,Fighting,Action,
Streets of Rage 4,8.0,12.37,2020,Dotemu,Fighting,Action,
Grand Theft Auto,8.0,5.39,1997,Rockstar North,Shooter,Action,
Chronicon,8.0,18.62,2020,Single Appearance,Role-playing (RPG),Action,
Just Shapes & Beats,9.0,43.92,2018,2-4 Appearances,Music,Action,
Serial Cleaner,8.0,6.23,2017,Draw Distance,Puzzle,Action,
DDraceNetwork,8.0,14.55,2020,Single Appearance,Platform,Action,
Cubic Castles,6.0,2.78,2014,Single Appearance,Adventure,Action,
Dungeon Journey,6.0,3.69,2016,Single Appearance,Role-playing (RPG),Action,
Door Kickers,8.0,17.43,2014,Single Appearance,Shooter,Action,
60 Seconds!,8.0,5.33,2015,2-4 Appearances,Simulator,Survival,
Grand Theft Auto 2,8.0,12.26,2000,Rockstar North,Arcade,Action,
Grand Theft Auto 2,8.0,12.26,1999,Rockstar North,Shooter,Action,
Grand Theft Auto 2,8.0,12.26,1999,Rockstar North,Arcade,Action,
Finding Paradise,9.0,45.8,2017,Freebird Games,Point-and-click,Science fiction,
My Beautiful Paper Smile,8.0,7.45,2020,2-4 Appearances,Adventure,Action,
Sakura Swim Club,8.0,5.84,2015,Winged Cloud,Adventure,Erotic,
Heroes of Hammerwatch,8.0,7.31,2018,2-4 Appearances,Role-playing (RPG),Action,
Forts,8.0,11.02,2017,Single Appearance,Real Time Strategy (RTS),Action,
Stellar 2D,4.0,0.66,2015,Single Appearance,Shooter,Action,
Dome Keeper,8.0,9.58,2022,Single Appearance,Tactical,Action,
OneShot,9.0,55.08,2014,2-4 Appearances,Puzzle,Fantasy,
OneShot,9.0,55.08,2016,2-4 Appearances,Puzzle,Fantasy,
OneShot,9.0,55.08,2014,2-4 Appearances,Puzzle,Fantasy,
OneShot,9.0,55.08,2016,2-4 Appearances,Puzzle,Fantasy,
Amazing Cultivation Simulator,8.0,7.45,2019,Single Appearance,Role-playing (RPG),Survival,
Wargroove,8.0,5.23,2019,2-4 Appearances,Strategy,Fantasy,
The Banner Saga,8.0,8.12,2014,2-4 Appearances,Role-playing (RPG),Fantasy,
Hammerwatch,8.0,8.72,2013,2-4 Appearances,Role-playing (RPG),Action,
Outland,8.0,4.24,2011,2-4 Appearances,Platform,Action,
Titan Souls,6.0,3.72,2015,2-4 Appearances,Role-playing (RPG),Action,
Divine Divinity,8.0,7.32,2002,Larian Studios,Role-playing (RPG),Action,
Mini Metro,9.0,25.46,2015,Single Appearance,Puzzle,Business,
Crawl,8.0,17.83,2017,2-4 Appearances,Role-playing (RPG),Action,
Spelunky 2,8.0,13.77,2020,2-4 Appearances,Platform,Action,
Superbrothers: Sword & Sworcery EP,6.0,3.42,2011,Single Appearance,Point-and-click,Action,
Cat Quest,9.0,19.88,2017,2-4 Appearances,Role-playing (RPG),Action,
Eternal Senia,9.0,39.77,2015,Single Appearance,Role-playing (RPG),Action,
Mount Your Friends,9.0,19.89,2013,2-4 Appearances,Simulator,Comedy,
Fran Bow,9.0,34.33,2015,2-4 Appearances,Point-and-click,Action,
Salt and Sanctuary,8.0,9.09,2016,2-4 Appearances,Platform,Action,
Super Mustache,6.0,2.67,2016,Single Appearance,Platform,Action,
The Past Within,8.0,18.23,2022,Rusty Lake,Point-and-click,Horror,
Yume Nikki,8.0,14.94,2004,Single Appearance,Adventure,Horror,
Pikuniku,9.0,22.38,2019,Single Appearance,Platform,Action,
Battle Islands,6.0,3.15,2013,2-4 Appearances,Role-playing (RPG),Warfare,
Cave Story+,8.0,13.86,2011,Nicalis Inc.,Shooter,Action,
Shovel Knight: Treasure Trove,9.0,24.39,2019,2-4 Appearances,Platform,Action,
Nidhogg,8.0,8.51,2014,2-4 Appearances,Fighting,Action,
Realm of the Mad God Exalt,8.0,5.05,2012,Single Appearance,Role-playing (RPG),Action,
Pixel Piracy,5.0,1.93,2013,Single Appearance,Platform,Action,
Changed,8.0,8.19,2018,Single Appearance,Role-playing (RPG),Action,
The Desolate Hope,8.0,10.03,2012,Scott Cawthon,Platform,Action,
Timberman,8.0,14.44,2014,Digital Melody,Puzzle,Action,
Melvor Idle,8.0,12.04,2021,Single Appearance,Point-and-click,Fantasy,
Xenonauts,8.0,7.35,2014,Single Appearance,Simulator,Science fiction,
Uplink,8.0,10.47,2001,2-4 Appearances,Simulator,Science fiction,
The Last Spell,8.0,10.73,2021,2-4 Appearances,Role-playing (RPG),Action,
Magicite,8.0,5.75,2014,2-4 Appearances,Platform,Action,
Frozen Synapse,8.0,4.71,2011,2-4 Appearances,Puzzle,Science fiction,
Firework,9.0,49.81,2018,2-4 Appearances,Platform,Action,
Firework,9.0,49.81,2021,2-4 Appearances,Puzzle,Horror,
911 Operator,8.0,8.16,2017,2-4 Appearances,Simulator,Business,
Flesh Eaters,6.0,2.48,2016,2-4 Appearances,Role-playing (RPG),Action,
Suzerain,8.0,13.35,2020,Single Appearance,Role-playing (RPG),Historical,
Mindustry,9.0,24.13,2017,Single Appearance,Puzzle,Action,
Jump King,8.0,9.47,2019,Single Appearance,Platform,Action,
VVVVVV,9.0,26.13,2010,Single Appearance,Platform,Action,
Shift Happens,8.0,4.45,2017,Single Appearance,Platform,Action,
One Way Heroics,8.0,16.25,2014,Single Appearance,Role-playing (RPG),Fantasy,
Five Nights at Freddy's 3,8.0,8.37,2019,Scott Cawthon,Indie,Horror,
Five Nights at Freddy's 3,8.0,8.37,2015,Scott Cawthon,Strategy,Horror,
Five Nights at Freddy's 3,8.0,8.37,2015,Scott Cawthon,Simulator,Action,
8BitMMO,5.0,1.47,2015,2-4 Appearances,Role-playing (RPG),Action,
Rogue Legacy 2,8.0,9.93,2020,2-4 Appearances,Platform,Action,
West of Loathing,9.0,42.96,2017,2-4 Appearances,Role-playing (RPG),Comedy,
King Arthur's Gold,8.0,5.29,2013,2-4 Appearances,Platform,Action,
SteamWorld Dig,8.0,14.77,2013,Image &amp; Form Games,Platform,Action,
Heat Signature,8.0,18.07,2017,2-4 Appearances,Simulator,Action,
The Plan,8.0,11.92,2013,Single Appearance,Music,Drama,
Doki Doki Literature Club Plus!,9.0,30.19,2021,Single Appearance,Role-playing (RPG),Horror,
Soccer Manager 2021,6.0,2.82,2020,Single Appearance,Simulator,Business,
Moon Hunters,6.0,3.72,2016,2-4 Appearances,Role-playing (RPG),Action,
Stacklands,9.0,29.85,2022,Sokpop Collective,Simulator,Fantasy,
Ninja Kiwi Archive,8.0,15.16,2020,Ninja Kiwi,Strategy,Action,
Cultist Simulator,6.0,3.76,2018,Single Appearance,Role-playing (RPG),Horror,
Bloody Trapland,8.0,4.61,2013,2-4 Appearances,Platform,Action,
