game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
Rytmos,7.0,5.17,2023,1,7,18,0,0,341
Tetragon,7.0,4.0,2021,1,8,43,0,0,341
Dark Sheep,7.0,11.33,2021,1,9,19,0,0,3
SudoKube,7.0,4.38,2022,1,9,1,0,0,341
Gnomes Garden: Halloween,7.0,5.29,2018,1,15,35,0,0,3
Mentai Uncensored,6.0,2.29,2018,1,32,42,0,0,341
Trivia Vault: Boxing Trivia,5.0,1.08,2018,1,13,1,0,0,312
Hatup,7.0,6.67,2022,1,8,1,0,0,3
Words Can Kill,6.0,2.65,2022,1,12,17,0,0,341
ReThink | Evolved,8.0,8.43,2017,1,15,1,0,0,3
Q.U.B.E. 10th Anniversary,8.0,10.0,2022,1,8,1,0,0,3
Switchball HD,8.0,6.36,2021,1,8,1,0,0,341
Trust No Bunny,8.0,27.5,2022,2,15,40,0,0,341
Time on Frog Island,6.0,3.67,2022,1,8,1,0,0,341
Fantastic Contraption,6.0,3.42,2008,1,9,34,0,0,265
Fantastic Contraption,6.0,3.42,2016,1,9,40,0,0,265
The Last Clockwinder,8.0,41.1,2022,1,9,17,0,0,341
Binary Domain,8.0,5.78,2012,1,5,1,0,0,341
The Howler,6.0,3.49,2013,1,13,1,0,0,341
Radio Commander,6.0,2.82,2019,1,9,1,0,0,341
In Verbis Virtus,6.0,3.82,2015,1,9,1,0,0,341
Espire 1: VR Operative,5.0,1.1,2019,1,5,1,0,0,341
One Hand Clapping,8.0,6.08,2020,1,7,1,0,0,341
There Came an Echo,6.0,2.79,2015,1,11,18,0,0,3
The Broken Seal,8.0,7.75,2017,1,12,1,0,0,341
Boo! Greedy Kid,7.0,13.0,2018,1,32,1,0,0,3
Bot Colony,6.0,2.27,2014,1,12,18,0,0,341
Prank Call,5.0,1.6,2020,2,15,27,0,0,209
Terraria,9.0,43.34,2011,1,8,1,0,0,341
Brawlhalla,8.0,5.06,2014,1,4,1,0,0,341
Among Us,8.0,11.19,2018,1,15,1,0,0,341
Don't Starve Together,9.0,23.81,2016,1,13,1,0,0,201
Stardew Valley,9.0,55.23,2016,1,12,17,0,0,341
Hollow Knight,9.0,34.6,2017,1,8,1,0,0,341
Gene Shift Auto,8.0,4.53,2017,1,5,1,0,0,341
Guacamelee! Super Turbo Championship Edition,8.0,12.12,2014,1,4,1,0,0,3
Kathy Rain,8.0,12.05,2016,1,2,20,0,0,3
The Binding of Isaac: Rebirth,9.0,41.37,2014,1,5,1,0,0,255
Fallout Shelter,8.0,7.8,2015,1,12,18,0,0,42
Factorio,9.0,31.88,2016,1,13,18,0,0,341
Geometry Dash,8.0,14.08,2013,1,7,1,0,0,341
Braveland,8.0,4.5,2014,1,12,17,0,0,3
Vampire Survivors,9.0,76.49,2021,1,12,1,0,0,341
AdVenture Capitalist,8.0,7.39,2014,1,13,28,0,0,3
Prison Architect,8.0,9.56,2015,1,13,1,0,0,3
MultiVersus,8.0,6.22,2022,1,4,1,0,0,341
Dead Cells,9.0,34.36,2017,1,8,1,0,0,341
Little Nightmares,8.0,18.01,2017,1,8,1,0,0,3
Slay the Spire,9.0,46.31,2019,1,12,17,0,0,341
Cuphead,9.0,27.55,2019,1,5,1,0,0,3
Cuphead,9.0,27.55,2017,1,5,1,0,0,3
Starbound,8.0,9.72,2016,1,8,1,0,0,3
Undertale,9.0,29.15,2015,1,12,17,0,0,341
RimWorld,9.0,51.89,2018,1,11,18,0,0,341
People Playground,9.0,82.0,2019,1,13,33,0,0,341
Stick Fight: The Game,8.0,15.0,2017,2,4,1,0,0,341
Enter the Gungeon,9.0,23.58,2016,1,5,1,0,0,3
The Expendabros,9.0,34.78,2014,1,5,1,0,0,3
Bloons TD 6,9.0,38.41,2018,1,15,1,0,0,261
Transformice,8.0,6.97,2010,2,8,27,0,0,3
Don't Starve,9.0,30.12,2013,1,13,1,0,0,201
FTL: Faster Than Light,9.0,22.18,2012,1,12,18,0,0,3
Ultimate Chicken Horse,9.0,23.99,2016,1,8,1,0,0,341
Hotline Miami,9.0,36.55,2012,1,5,1,0,0,3
Kingdom: Classic,8.0,9.65,2015,1,13,17,0,0,3
Crypt of the NecroDancer,9.0,23.86,2015,1,7,1,0,0,3
The Binding of Isaac,9.0,20.27,2011,1,5,1,0,0,3
Helltaker,9.0,46.92,2020,1,9,17,0,0,341
Broforce,9.0,33.2,2015,1,5,1,0,0,3
This War of Mine,8.0,18.4,2014,1,13,1,0,0,2
Bastion,9.0,21.48,2011,1,12,1,0,0,367
Everlasting Summer,9.0,20.0,2014,1,31,20,0,0,341
Oxygen Not Included,9.0,28.48,2019,1,13,18,0,0,201
Hotline Miami 2: Wrong Number,8.0,14.9,2015,1,5,1,0,0,3
Cookie Clicker,9.0,34.92,2013,1,2,18,0,0,341
Mitos.is: The Game,8.0,4.2,2015,2,11,1,0,0,3
Inscryption,9.0,33.0,2021,1,9,19,0,0,3
Capcom Arcade Stadium,5.0,1.12,2021,1,4,1,0,0,55
Muse Dash,9.0,28.5,2018,1,7,1,0,0,341
Jotun: Valhalla Edition,6.0,3.49,2016,1,31,1,0,0,341
Super Meat Boy,8.0,17.97,2010,1,8,1,0,0,3
Hero Siege,6.0,3.04,2014,1,12,1,0,0,341
Iron Snout,9.0,43.98,2016,1,4,1,0,0,3
Football Manager 2022,8.0,12.29,2021,1,13,28,0,0,357
Noita,9.0,20.39,2020,1,5,1,0,0,341
Kingdom Two Crowns,8.0,10.21,2018,1,12,1,0,0,341
Duck Game,9.0,27.83,2014,1,5,1,0,0,341
SpeedRunners,8.0,15.37,2016,1,8,1,0,0,341
Moonlighter,8.0,4.83,2018,1,12,1,0,0,341
To the Moon,9.0,26.86,2011,1,2,18,0,0,137
Emily is Away,8.0,7.75,2015,1,13,44,0,0,3
Cult of the Lamb,8.0,16.37,2022,1,12,1,0,0,3
Game Dev Tycoon,9.0,20.83,2012,1,13,28,0,0,341
OpenTTD,9.0,23.84,2004,1,13,28,0,0,341
Risk of Rain,8.0,14.74,2013,1,5,1,0,0,3
Children of Morta,8.0,8.68,2019,1,12,1,0,0,3
Idle Champions of the Forgotten Realms,6.0,3.74,2018,1,15,1,0,0,341
Capcom Arcade 2nd Stadium,5.0,2.06,2022,1,4,1,0,0,55
Transistor,8.0,16.6,2014,1,12,1,0,0,367
Tricky Towers,8.0,9.63,2016,1,9,1,0,0,341
Skul: The Hero Slayer,8.0,13.38,2021,1,8,1,0,0,341
Celeste,9.0,42.23,2018,1,8,1,0,0,341
Move or Die,8.0,9.02,2016,1,8,1,0,0,341
Deponia: The Complete Journey,8.0,6.58,2014,1,2,18,0,0,90
Brotato,9.0,33.06,2022,1,5,1,0,0,3
Bloons TD Battles,8.0,9.7,2013,1,15,1,0,0,261
Braid,8.0,15.35,2008,1,8,17,0,0,341
CS2D,8.0,9.02,2004,1,5,1,0,0,341
Town of Salem,8.0,7.83,2014,2,12,21,0,0,3
Spelunky,8.0,11.69,2012,1,8,1,0,0,3
Beholder,8.0,10.92,2016,1,12,23,0,0,3
Loop Hero,8.0,14.11,2021,1,12,17,0,0,341
Baldur's Gate II: Enhanced Edition,8.0,10.76,2013,1,12,17,0,0,3
A Dance of Fire and Ice,8.0,15.45,2019,1,7,1,0,0,341
Turbo Pug,8.0,9.83,2015,1,8,1,0,0,3
Relic Hunters Zero: Remix,8.0,14.38,2020,1,5,1,0,0,3
The Henry Stickmin Collection,9.0,74.26,2020,1,2,1,0,0,341
Space Pilgrim Episode I: Alpha Centauri,8.0,7.29,2015,1,31,18,0,0,3
Graveyard Keeper,8.0,6.36,2018,1,15,1,0,0,3
Super Animal Royale,8.0,15.7,2018,1,5,1,0,0,341
Rain World,8.0,12.94,2017,1,8,1,0,0,341
Turmoil,8.0,13.07,2016,1,13,28,0,0,155
Turmoil,8.0,13.07,1982,1,5,1,0,0,155
Turmoil,8.0,13.07,1984,1,8,1,0,0,155
World of Goo,8.0,16.56,2008,1,9,27,0,0,341
Scribble It!,8.0,6.11,2020,1,32,40,0,0,341
Streets of Rogue,9.0,25.72,2019,1,5,1,0,0,341
Teeworlds,8.0,7.8,2007,2,8,1,0,0,341
Stoneshard,6.0,3.13,2020,1,12,17,0,0,341
Deponia,8.0,6.99,2012,1,2,18,0,0,90
Armello,8.0,4.53,2015,1,12,17,0,0,341
Kingdom: New Lands,8.0,6.47,2016,1,13,1,0,0,3
Rivals of Aether,9.0,21.3,2017,1,4,1,0,0,3
HuniePop,9.0,24.8,2015,1,9,17,0,0,3
Barotrauma,8.0,12.77,2019,1,13,1,0,0,341
Bloodstained: Ritual of the Night,8.0,17.49,2019,1,8,1,0,0,341
Darkwood,8.0,17.91,1992,1,12,17,0,0,3
Darkwood,8.0,17.91,2017,1,12,1,0,0,3
Worm.is: The Game,8.0,4.13,2016,2,15,1,0,0,3
Realm Grinder,8.0,6.74,2017,1,12,17,0,0,341
Dwarf Fortress,9.0,19.48,2006,1,12,17,0,0,3
Dwarf Fortress,9.0,19.48,2022,1,12,17,0,0,3
Dead Maze,6.0,2.94,2018,2,12,1,0,0,3
Punch Club,8.0,4.18,2016,1,4,1,0,0,3
My Friend Pedro,9.0,23.08,2019,1,5,1,0,0,341
Himno,8.0,10.49,2019,1,7,1,0,0,341
Battle Brothers,8.0,7.48,2017,1,12,1,0,0,341
Super Crate Box,8.0,7.89,2010,1,5,1,0,0,3
Never Split the Party,6.0,3.29,2018,2,12,1,0,0,3
100% Orange Juice,8.0,12.9,2009,1,15,27,0,0,3
Core Keeper,8.0,10.92,2022,1,12,21,0,0,3
Dungeon Fighter Online,5.0,1.65,2005,1,12,1,0,0,3
Beat Hazard,8.0,17.85,2010,1,5,1,0,0,3
Tales of Maj'Eyal,9.0,21.41,2012,1,12,17,0,0,341
Machinarium,9.0,21.4,2009,1,2,17,0,0,20
VA-11 Hall-A: Cyberpunk Bartender Action,9.0,41.01,2016,1,13,18,0,0,341
SAS: Zombie Assault 4,8.0,6.17,2017,1,5,1,0,0,261
ShellShock Live,8.0,14.18,2019,1,5,1,0,0,3
Endless Sky,8.0,11.54,2015,1,12,1,0,0,341
Hyper Light Drifter,8.0,14.28,2016,1,5,1,0,0,3
One Finger Death Punch,9.0,49.1,2013,1,4,1,0,0,3
Streets of Rage 4,8.0,12.37,2020,1,4,1,0,0,105
Grand Theft Auto,8.0,5.39,1997,1,5,1,0,0,317
Chronicon,8.0,18.62,2020,1,12,1,0,0,341
Just Shapes & Beats,9.0,43.92,2018,1,7,1,0,0,3
Serial Cleaner,8.0,6.23,2017,1,9,1,0,0,107
DDraceNetwork,8.0,14.55,2020,1,8,1,0,0,341
Cubic Castles,6.0,2.78,2014,2,31,1,0,0,341
Dungeon Journey,6.0,3.69,2016,1,12,1,0,0,341
Door Kickers,8.0,17.43,2014,1,5,1,0,0,341
60 Seconds!,8.0,5.33,2015,1,13,21,0,0,3
Grand Theft Auto 2,8.0,12.26,2000,1,33,1,0,0,317
Grand Theft Auto 2,8.0,12.26,1999,1,5,1,0,0,317
Grand Theft Auto 2,8.0,12.26,1999,1,33,1,0,0,317
Finding Paradise,9.0,45.8,2017,1,2,18,0,0,137
My Beautiful Paper Smile,8.0,7.45,2020,1,31,1,0,0,3
Sakura Swim Club,8.0,5.84,2015,1,31,42,0,0,410
Heroes of Hammerwatch,8.0,7.31,2018,1,12,1,0,0,3
Forts,8.0,11.02,2017,1,11,1,0,0,341
Stellar 2D,4.0,0.66,2015,1,5,1,0,0,341
Dome Keeper,8.0,9.58,2022,1,24,1,0,0,341
OneShot,9.0,55.08,2014,1,9,17,0,0,3
OneShot,9.0,55.08,2016,1,9,17,0,0,3
OneShot,9.0,55.08,2014,1,9,17,0,0,3
OneShot,9.0,55.08,2016,1,9,17,0,0,3
Amazing Cultivation Simulator,8.0,7.45,2019,1,12,21,0,0,341
Wargroove,8.0,5.23,2019,1,15,17,0,0,3
The Banner Saga,8.0,8.12,2014,1,12,17,0,0,3
Hammerwatch,8.0,8.72,2013,1,12,1,0,0,3
Outland,8.0,4.24,2011,1,8,1,0,0,3
Titan Souls,6.0,3.72,2015,1,12,1,0,0,3
Divine Divinity,8.0,7.32,2002,1,12,1,0,0,206
Mini Metro,9.0,25.46,2015,1,9,28,0,0,341
Crawl,8.0,17.83,2017,1,12,1,0,0,3
Spelunky 2,8.0,13.77,2020,1,8,1,0,0,3
Superbrothers: Sword & Sworcery EP,6.0,3.42,2011,1,2,1,0,0,341
Cat Quest,9.0,19.88,2017,1,12,1,0,0,3
Eternal Senia,9.0,39.77,2015,1,12,1,0,0,341
Mount Your Friends,9.0,19.89,2013,1,13,27,0,0,3
Fran Bow,9.0,34.33,2015,1,2,1,0,0,3
Salt and Sanctuary,8.0,9.09,2016,1,8,1,0,0,3
Super Mustache,6.0,2.67,2016,1,8,1,0,0,341
The Past Within,8.0,18.23,2022,1,2,19,0,0,319
Yume Nikki,8.0,14.94,2004,1,31,19,0,0,341
Pikuniku,9.0,22.38,2019,1,8,1,0,0,341
Battle Islands,6.0,3.15,2013,1,12,39,0,0,3
Cave Story+,8.0,13.86,2011,1,5,1,0,0,255
Shovel Knight: Treasure Trove,9.0,24.39,2019,1,8,1,0,0,3
Nidhogg,8.0,8.51,2014,1,4,1,0,0,3
Realm of the Mad God Exalt,8.0,5.05,2012,2,12,1,0,0,341
Pixel Piracy,5.0,1.93,2013,1,8,1,0,0,341
Changed,8.0,8.19,2018,1,12,1,0,0,341
The Desolate Hope,8.0,10.03,2012,1,8,1,1,0,330
Timberman,8.0,14.44,2014,1,9,1,0,0,98
Melvor Idle,8.0,12.04,2021,1,2,17,0,0,341
Xenonauts,8.0,7.35,2014,1,13,18,0,0,341
Uplink,8.0,10.47,2001,1,13,18,0,0,3
The Last Spell,8.0,10.73,2021,1,12,1,0,0,3
Magicite,8.0,5.75,2014,1,8,1,0,0,3
Frozen Synapse,8.0,4.71,2011,1,9,18,0,0,3
Firework,9.0,49.81,2018,1,8,1,0,0,3
Firework,9.0,49.81,2021,1,9,19,0,0,3
911 Operator,8.0,8.16,2017,1,13,28,0,0,3
Flesh Eaters,6.0,2.48,2016,1,12,1,0,0,3
Suzerain,8.0,13.35,2020,1,12,22,0,0,341
Mindustry,9.0,24.13,2017,1,9,1,0,0,341
Jump King,8.0,9.47,2019,1,8,1,0,0,341
VVVVVV,9.0,26.13,2010,1,8,1,0,0,341
Shift Happens,8.0,4.45,2017,1,8,1,0,0,341
One Way Heroics,8.0,16.25,2014,1,12,17,0,0,341
Five Nights at Freddy's 3,8.0,8.37,2019,1,32,19,1,0,330
Five Nights at Freddy's 3,8.0,8.37,2015,1,15,19,1,0,330
Five Nights at Freddy's 3,8.0,8.37,2015,1,13,1,1,0,330
8BitMMO,5.0,1.47,2015,2,12,1,0,0,3
Rogue Legacy 2,8.0,9.93,2020,1,8,1,0,0,3
West of Loathing,9.0,42.96,2017,1,12,27,0,0,3
King Arthur's Gold,8.0,5.29,2013,1,8,1,0,0,3
SteamWorld Dig,8.0,14.77,2013,1,8,1,0,0,178
Heat Signature,8.0,18.07,2017,1,13,1,0,0,3
The Plan,8.0,11.92,2013,1,7,31,0,0,341
Doki Doki Literature Club Plus!,9.0,30.19,2021,1,12,19,0,0,341
Soccer Manager 2021,6.0,2.82,2020,1,13,28,0,0,341
Moon Hunters,6.0,3.72,2016,1,12,1,0,0,3
Stacklands,9.0,29.85,2022,1,13,17,0,0,347
Ninja Kiwi Archive,8.0,15.16,2020,1,15,1,0,0,261
Cultist Simulator,6.0,3.76,2018,1,12,19,0,0,341
Bloody Trapland,8.0,4.61,2013,1,8,1,0,0,3
Disgaea PC,8.0,7.02,2016,1,12,1,0,0,262
Thomas Was Alone,8.0,15.44,2012,1,8,1,0,0,44
Nuclear Throne,9.0,25.89,2015,1,5,1,0,0,3
Touhou Luna Nights,9.0,43.61,2019,1,8,1,0,0,341
Pizza Tower,9.0,77.1,2023,1,8,1,0,0,341
Duskers,8.0,8.84,2016,1,13,18,0,0,341
Crayon Physics Deluxe,8.0,6.12,2008,1,9,33,0,0,341
Tales of the Neon Sea,8.0,6.68,2019,1,2,18,0,0,341
Cube Escape: Paradox,9.0,37.54,2018,1,2,43,0,0,319
Rebel Galaxy,8.0,5.7,2015,1,12,1,0,0,3
Police Stories,8.0,5.9,2019,1,5,1,0,0,341
Curious Expedition,8.0,10.21,2016,1,11,17,0,0,3
Lethal League,8.0,16.07,2013,1,4,1,0,0,3
Door Kickers: Action Squad,8.0,18.14,2018,1,5,1,0,0,341
Battle for Wesnoth,8.0,15.42,2005,1,12,17,0,0,341
SteamWorld Heist,9.0,22.33,2015,1,12,1,0,0,178
Reigns,8.0,7.29,2016,1,12,17,0,0,253
Gods Will Be Watching,6.0,2.43,2013,1,2,18,0,0,3
Zombie Defense,8.0,5.11,2022,1,5,1,0,0,169
Zombie Defense,8.0,5.11,2023,1,13,1,0,0,169
Zombie Defense,8.0,5.11,2014,1,5,1,0,0,169
Space Pirates and Zombies,8.0,10.39,2011,1,12,1,0,0,3
FAR: Lone Sails,8.0,17.2,2018,1,8,1,0,0,3
PickCrafter,8.0,6.4,2014,1,12,17,0,0,3
PickCrafter,8.0,6.4,2017,1,12,17,0,0,3
Dungreed,8.0,12.79,2018,1,8,1,0,0,341
CrossCode,8.0,15.33,2018,1,5,1,0,0,341
Grimm's Hollow,9.0,72.53,2019,1,12,17,0,0,341
Party Hard,8.0,8.44,2015,1,4,1,0,0,341
Tick Tock: A Tale for Two,8.0,6.98,2019,2,9,43,0,0,341
Destination Sol,6.0,3.76,2015,1,12,1,0,0,341
Really Big Sky,6.0,3.08,2012,1,5,1,0,0,341
Impostor Factory,9.0,25.01,2021,1,31,18,0,0,137
Empires of the Undergrowth,8.0,18.43,2017,1,11,21,0,0,341
Recettear: An Item Shop's Tale,9.0,24.56,2007,1,12,1,0,0,341
Puzzle Agent 2,8.0,6.39,2011,1,2,1,0,0,3
HunieCam Studio,8.0,6.77,2016,1,13,28,0,0,3
Sacred Citadel,5.0,2.2,2013,1,12,1,0,0,341
HighFleet,8.0,7.7,2021,1,15,1,0,0,3
Beholder 2,8.0,7.35,2018,1,13,23,0,0,3
Crashlands,8.0,7.73,2016,1,12,1,0,0,341
Eastward,8.0,5.64,2021,1,12,1,0,0,341
Morphopolis,8.0,5.0,2014,1,2,17,0,0,341
Loading Screen Simulator,8.0,6.6,2015,1,13,1,0,0,341
The Messenger,8.0,15.72,2018,1,8,1,0,0,3
The Messenger,8.0,15.72,2000,1,2,22,0,0,3
Bit Blaster XL,9.0,28.07,2016,1,32,1,0,0,13
Goodbye Deponia,8.0,7.97,2013,1,2,18,0,0,90
Deponia Doomsday,8.0,6.27,2016,1,2,18,0,0,90
Across the Obelisk,8.0,10.23,2021,1,12,17,0,0,3
Cyberhunt,8.0,5.25,2017,1,31,1,0,0,268
Secrets of Grindea,8.0,9.5,2015,1,12,1,0,0,341
Puzzle Agent,8.0,7.56,2010,1,2,1,0,0,3
Hero's Hour,6.0,3.84,2021,1,12,17,0,0,341
Nobody Saves the World,8.0,10.5,2022,1,12,1,0,0,3
Plantera,8.0,7.69,2016,1,13,28,0,0,395
Sonic CD,8.0,8.59,2011,1,8,1,0,0,3
Sonic CD,8.0,8.59,1993,1,8,1,0,0,3
Cyber Manhunt,8.0,16.92,2021,1,9,19,0,0,341
Swords & Souls: Neverseen,8.0,13.84,2019,1,12,1,0,0,341
Heroine's Quest: The Herald of Ragnarok,8.0,7.14,2014,1,2,17,0,0,3
Nickelodeon All-Star Brawl,6.0,2.85,2021,1,4,1,0,0,215
Caveblazers,8.0,6.76,2017,1,8,1,0,0,341
Fell Seal: Arbiter's Mark,8.0,8.18,2019,1,12,17,0,0,341
There Is No Game: Wrong Dimension,9.0,47.47,2020,1,2,27,0,0,341
McPixel,8.0,5.3,2012,1,2,1,0,0,3
Rabi-Ribi,9.0,29.84,2016,1,8,1,0,0,3
Labyronia RPG,6.0,2.87,2015,1,12,1,0,0,3
Toki Tori,8.0,7.19,2008,1,8,27,0,0,3
Squishy the Suicidal Pig,8.0,5.19,2014,1,8,17,0,0,341
DEFCON,8.0,6.67,2006,1,11,39,0,0,3
Downwell,9.0,30.87,2015,1,5,1,0,0,341
Rocketbirds: Hardboiled Chicken,6.0,3.83,2011,1,5,1,0,0,341
Hammerfight,6.0,2.44,2009,1,4,1,0,0,3
Dungeons of Dredmor,8.0,15.76,2011,1,12,1,0,0,341
AI War: Fleet Command,8.0,4.79,2009,1,11,18,0,0,24
Democracy 3,6.0,2.92,2013,1,13,34,0,0,3
Rusty Lake Hotel,9.0,23.15,2015,1,2,19,0,0,319
Griftlands,8.0,17.73,2021,1,12,17,0,0,201
Loot Hero DX,6.0,2.9,2015,1,12,1,0,0,395
Exit the Gungeon,6.0,3.46,2019,1,5,1,0,0,3
The Final Station,8.0,6.53,2016,1,5,1,0,0,341
Reventure,8.0,18.5,2019,1,8,1,0,0,341
Revolution Ace,6.0,2.59,2014,1,5,1,0,0,3
Symphony of War: The Nephilim Saga,9.0,20.08,2022,1,12,17,0,0,341
Puzzle Pirates,8.0,4.11,2003,1,9,22,0,0,3
Russian Life Simulator,8.0,8.41,2019,1,13,1,0,0,341
Bridge Constructor Portal,8.0,10.92,2017,1,9,18,0,0,3
Hunger Dungeon,6.0,2.61,2016,1,11,1,0,0,341
Botanicula,9.0,23.6,2012,1,2,17,0,0,20
Webbed,9.0,42.79,2021,1,8,1,0,0,341
Canyon Capers,5.0,0.81,2014,1,8,1,0,0,341
Iratus: Lord of the Dead,8.0,6.18,2020,1,12,17,0,0,341
10 Second Ninja X,6.0,3.82,2016,1,4,1,0,0,3
Despotism 3k,6.0,3.6,2018,1,13,18,0,0,341
Teslagrad,8.0,5.56,2013,1,8,1,0,0,3
Virtual Cottage,9.0,46.71,2020,1,32,22,0,0,341
Strike.is: The Game,6.0,2.72,2016,2,5,1,0,0,341
Sakura Spirit,6.0,3.64,2022,1,31,44,0,0,410
Sakura Spirit,6.0,3.64,2014,1,31,17,0,0,410
Color Symphony,6.0,2.69,2014,1,8,1,0,0,3
Hue,8.0,13.05,2016,1,8,1,0,0,341
CryoFall,8.0,4.0,2019,1,12,1,0,0,3
Against the Storm,9.0,21.81,2022,1,11,17,0,0,341
Necrosmith,8.0,7.11,2022,1,12,1,0,0,3
Capsized,6.0,3.26,2011,1,8,1,0,0,18
Drawful 2,8.0,4.26,2016,2,15,27,0,0,187
Project Highrise,8.0,5.46,2016,1,13,28,0,0,3
Football Manager 2023,8.0,7.37,2022,1,13,28,0,0,357
Travellers Rest,8.0,10.49,2020,1,12,17,0,0,3
The Banner Saga: Factions,6.0,2.83,2013,1,12,1,0,0,3
Serious Sam: The Random Encounter,5.0,0.97,2011,1,5,1,0,0,3
Star Fetchers,9.0,35.63,2020,1,31,1,0,0,341
UnderMine,8.0,12.08,2020,1,12,1,0,0,341
City of Chains,6.0,2.62,2015,1,12,18,0,0,3
Serious Sam Double D XXL,8.0,4.79,2013,1,5,1,0,0,241
Infested Planet,8.0,15.15,2014,1,11,1,0,0,341
You Have to Win the Game,8.0,13.28,2012,1,5,1,0,0,240
And Yet It Moves,5.0,2.23,2009,1,8,1,0,0,3
Roguelands,8.0,4.04,2015,1,8,1,0,0,3
Antenna,6.0,3.06,2016,1,9,18,0,0,341
Hidden Folks,9.0,28.71,2017,1,2,27,0,0,341
Oddworld: New 'n' Tasty,8.0,6.54,2014,1,8,1,0,0,3
Gorogoa,9.0,40.52,2017,1,2,17,0,0,341
Curious Expedition 2,8.0,8.57,2021,1,12,17,0,0,3
Rise to Ruins,8.0,7.86,2014,1,13,17,0,0,341
Dreaming Sarah,8.0,10.01,2015,1,8,1,0,0,3
Airships: Conquer the Skies,9.0,24.06,2018,1,13,1,0,0,341
Intrusion 2,8.0,7.06,2012,1,5,1,0,0,341
Meteor 60 Seconds!,9.0,26.7,2018,1,13,1,0,0,341
Samorost 3,8.0,18.21,2016,1,2,17,0,0,20
A Bird Story,8.0,5.39,2014,1,31,17,0,0,137
Kaptain Brawe: A Brawe New World,6.0,2.86,2011,1,2,18,0,0,62
The Case of the Golden Idol,9.0,81.43,2022,1,2,20,0,0,341
Broken Armor,8.0,4.84,2016,1,31,1,0,0,3
Anna's Quest,8.0,7.34,2015,1,2,17,0,0,90
Evoland,8.0,4.77,2013,1,12,1,0,0,338
Lethal League Blaze,9.0,30.12,2018,1,4,1,0,0,3
Owlboy,8.0,5.43,2016,1,8,1,0,0,341
Chaos on Deponia,8.0,9.66,2012,1,2,18,0,0,90
Apotheon,8.0,8.9,2015,1,8,1,0,0,18
Space Rangers HD: A War Apart,8.0,17.85,2013,1,12,1,0,0,3
Nova Drift,9.0,25.77,2019,1,32,1,0,0,341
Black Skylands: Origins,8.0,6.08,2020,1,31,1,0,0,3
Faerie Solitaire,8.0,10.11,2010,1,9,17,0,0,3
King's Quest,8.0,8.78,2015,1,9,17,0,0,3
Soldat,8.0,17.92,2002,1,5,1,0,0,3
Plebby Quest: The Crusades,8.0,6.46,2020,1,12,1,0,0,341
Camera Obscura,6.0,2.65,2015,1,8,1,0,0,341
Peggle Extreme,8.0,14.48,2007,1,9,1,0,0,3
Aquaria,8.0,7.36,2007,1,8,17,0,0,341
Edna & Harvey: Harvey's New Eyes,8.0,8.27,2012,1,2,19,0,0,90
Death Road to Canada,8.0,13.09,2016,1,12,1,0,0,341
Peglin,8.0,4.22,2022,1,9,17,0,0,3
Cataegis : The White Wind,5.0,2.01,2015,1,32,1,0,0,341
Rock 'N' Roll Defense,8.0,6.47,2016,1,15,1,0,0,268
The Slormancer,8.0,4.03,2021,1,12,1,0,0,341
Edna & Harvey: The Breakout,8.0,5.5,2008,1,2,27,0,0,90
Rampage Knights,8.0,12.69,2015,1,4,1,0,0,297
20XX,8.0,11.74,2017,1,5,1,0,0,3
Ken Follett's The Pillars of the Earth,8.0,12.9,2017,1,2,22,0,0,90
Lone Survivor: The Director's Cut,8.0,5.92,2012,1,12,1,0,0,341
TowerFall Ascension,8.0,18.14,2014,1,8,1,0,0,341
Big Pharma,6.0,3.34,2015,1,9,28,0,0,3
Pathway,6.0,3.16,2020,1,9,18,0,0,3
Pathway,6.0,3.16,2019,1,12,1,0,0,3
Wanba Warriors,8.0,10.24,2020,1,4,1,0,0,3
Strange Horticulture,9.0,20.53,2022,1,9,43,0,0,3
Tiny Bunny,9.0,40.5,2021,1,31,1,0,0,341
Super Robot Wars 30,8.0,7.98,2021,1,12,18,0,0,341
Missing Translation,8.0,7.2,2015,1,9,17,0,0,341
Rogue Stormers,5.0,2.22,2015,1,5,1,0,0,46
Pony Island,9.0,20.39,2016,1,9,19,0,0,3
Mother Russia Bleeds,8.0,6.67,2016,1,4,1,0,0,3
SteamWorld Dig 2,9.0,22.5,2017,1,8,1,0,0,178
The Vagrant,8.0,9.31,2017,1,12,1,0,0,341
The Red Strings Club,8.0,16.78,2018,1,9,18,0,0,3
Little Misfortune,8.0,9.91,2019,1,2,19,0,0,3
Marble Mayhem: Fragile Ball,5.0,2.08,2015,1,9,1,0,0,341
BlazBlue: Calamity Trigger,8.0,6.24,2008,1,4,1,0,0,23
The Silent Age,8.0,13.99,2013,1,2,17,0,0,341
Revenge of the Titans,8.0,4.61,2011,1,11,1,0,0,3
Solar 2,8.0,9.82,2011,1,13,1,0,0,341
Deepworld,5.0,1.5,2015,2,12,1,0,0,341
Little Witch in the Woods,8.0,10.72,2022,1,12,17,0,0,341
One Eyed Kutkh,8.0,4.52,2017,1,2,34,0,0,3
Pixel Puzzles 2: Anime,6.0,2.92,2015,1,9,1,0,0,3
Lovers in a Dangerous Spacetime,8.0,13.48,2015,1,5,1,0,0,341
Montaro,9.0,20.21,2016,1,32,27,0,0,341
